0.10000000000000005, 83.13141376418649
0.12928668049712047, 108.93865176125892
0.16869089152540653, 146.01032298162906
0.1989778715200251, 174.84831368694054
0.2390485180987336, 224.02348142263307
0.3006683050795912, 300.2583596286064
0.33875091588210676, 351.55093578990017
0.399570691743774, 440.3881419004314
0.48003720718975673, 590.2516122292271
0.5982633937827061, 809.1396501574657
0.7187431276853417, 1084.4887443223165
0.8400454596420945, 1421.156411364082
0.9908683037250451, 1862.3388727038455
1.292866804971205, 2793.7269226246476
1.7024552192378584, 4286.412210931547
2.0081162226301217, 5491.94307944356
2.3904851809873375, 7360.843647887353
3.0066830507959104, 10320.449904927851
3.418727944052858, 12358.806045475503
3.99570691743774, 15834.65518284431
4.800372071897565, 20288.068591494037
6.03776901061029, 27192.070030473256
7.1874312768534185, 34063.528143481504
8.400454596420941, 41720.763785181814
10.000000000000016, 52263.63457329441
13.047816749318123, 73277.50027919003
17.024552192378593, 100451.62048162469
20.081162226301213, 123032.42084318826
24.12515540158676, 154122.81320458394
30.06683050795909, 201968.5545561236
34.1872794405286, 236470.46644150847
40.325307635902654, 283174.92523637664
